gene1	gene2
FYN	DUSP3
UFM1	DUSP3
PPIA	DUSP3
TPT1	DUSP3
VTA1	DUSP3
EPS15L1	DUSP3
FER	DUSP3
EIF4G2	DUSP3
NSFL1C	DUSP3
NUDCD3	DUSP3
CLEC1B	DUSP3
PDPK1	DUSP3
GP1BA	DUSP3
NCK1	DUSP3
CD226	DUSP3
SCARF1	DUSP3
PPIF	DUSP3
SHC1	DUSP3
ELANE	DUSP3
CPNE1	DUSP3
TNFSF14	DUSP3
CASP3	XPNPEP1
MDH1	XPNPEP1
EEF1B2	XPNPEP1
EIF5A	XPNPEP1
KPNB1	XPNPEP1
14-3-3	XPNPEP1
AKR7A2	XPNPEP1
AKR1A1	XPNPEP1
NME2	XPNPEP1
NSFL1C	XPNPEP1
TKT	XPNPEP1
TPI1	XPNPEP1
PTPN6	XPNPEP1
CRK	XPNPEP1
CSNK2A1-2B	XPNPEP1
Lymphotoxin-a1b2	AGT
BMP6	AGT
PSMA2	AGT
HNRNPAB	AGT
TFF3	AGT
SCGB2A1	AGT
UCHL1	AGT
CASP10	AGT
PAPPA	B2M
PEBP1	B2M
CNTF	FGF1
FGF17	FGF1
IL17A	FGF1
H2AFZ	FGF1
LIN7B	FGF1
TK1	FGF1
IL23A	FGF1
CXCL12	CXCL13
PCSK7	CXCL13
ITIH4	CXCL13
JAK2	CXCL13
VIP	CAT
CA3	CAT
MDH1	CAT
PRDX1	CAT
PSMA6	CAT
RPS6KA5	CAT
SBDS	CAT
UBE2L3	CAT
EEF1B2	CAT
PDXP	CAT
PSMD7	CAT
AKR1A1	CAT
TKT	CAT
INHBB	CAT
DHH	CAT
FGF16	CAT
IL29	CAT
IL3RA	CAT
EPB41	CAT
HBA1	CAT
CA1	CAT
ADSL	CAT
CSNK2A1-2B	CAT
FGF17	CNTF
IL17B	CNTF
Lymphotoxin-a2b1	CNTF
DDC	CNTF
PAK6	CNTF
PON1	CNTF
LCORL	CNTF
RASA1	CNTF
IL23A	CNTF
KIRREL3	CNTF
LTA	CNTF
CD226	CNTF
TGFB3	EPO
CCL13	EPO
H2AFZ	EPO
RBM39	EPO
IL28A	EPO
CHST6	EPO
GREM1	EPO
ANXA1	EPO
IFNA2	FGF17
IL17A	FGF17
PON1	FGF17
TK1	FGF17
FGF16	FGF17
IL23A	FGF17
BIRC7	FGF17
SERPINA6	FGF17
IL34	IFNA2
CDH12	IL17A
TPM1	IL17A
TNFAIP6	IL17A
IL7	IL17B
EIF4EBP2	IL17B
IL23A	IL17B
RPS7	ITGA1
ARID3A	ITGA1
GPI	ITGA1
RBM39	ITGA1
SFTPD	ITGA1
HDGFRP2	ITGA1
ANXA1	ITGA1
CAPG	ITGA1
PRDX6	ITGA1
HNRNPA2B1	ITGA1
Lymphotoxin-a2b1	Lymphotoxin-a1b2
HBEGF	Lymphotoxin-a1b2
ENTPD5	Lymphotoxin-a1b2
SIGLEC1	Lymphotoxin-a1b2
MAPKAPK2	Lymphotoxin-a2b1
PAK6	Lymphotoxin-a2b1
RASA1	Lymphotoxin-a2b1
SORCS2	Lymphotoxin-a2b1
IL22RA2	Lymphotoxin-a2b1
CCL17	CCL22
OLR1	PRTN3
BPI	PRTN3
GPI	PRTN3
LIFR	PRTN3
ANXA1	PRTN3
ICOSLG	PRTN3
IMPDH1	PRTN3
ELANE	PRTN3
TNFSF14	PRTN3
DKK1	CXCL12
CSF1	CXCL12
CXCL10	CXCL12
CCL19	CXCL12
CCL11	CXCL12
BMPER	TGFB3
CDH12	TGFB3
CCL13	TGFB3
MDM2	TGFB3
IL28A	TGFB3
GREM1	TGFB3
F3	CGA-TSHB
DNAJB1	VIP
MDH1	VIP
RPS6KA5	VIP
PDXP	VIP
FGF6	VIP
INHBB	VIP
DHH	VIP
FGF16	VIP
FGF8-isoA	VIP
IL29	VIP
CA1	VIP
PPIE	VIP
SGTA	CD40LG
DYNLL1	CD40LG
MED1	DKK1
PDGFB	DKK1
EIF4EBP2	DKK1
PDGFA	DKK1
PPBP-pep3	DKK1
GRAP2	DKK1
BSG	SERPINA1
SLPI	SERPINA1
CLU	SERPINA1
PDE5A	SERPINA1
AFM	AHSG
DPP7	ARSA
PPBP-pep3	ARSA
PDE4D	ARSA
CLEC7A	BSG
CD84	BSG
MFRP	BSG
HBEGF	BSG
DAPK2	BSG
ADCYAP1-27	BSG
PDE3A	BSG
CLEC7A	BMP10
FCN1	BMP10
TEC	BMP10
BMPER	BMP10
MFRP	BMP10
SKP1	BMP10
RBP4	C1S
CFHR5	C1S
MASP1	CDH6
EPHB4	CDH6
LGMN	CDH6
PRSS27	CDH6
MMEL1	CDH6
CDC42BPB	CDH6
CADM3	CDH6
OPCML	CDH6
OCIAD1	CDH6
RBP4	CDH6
DKKL1	CDH6
TLR4	CDH6
PPP3R1	CDH6
COLEC12	CDH6
KLK14	CDH6
IL5	CDH6
DAPK2	CDH6
DYRK3	CDH6
ADCYAP1-27	CDH6
HSD17B1	CDH6
PPIB	CDH6
PDIA3	CDH6
SMPDL3A	CDH6
CMPK1	CDH6
SFN	CDH6
RB1	CDH6
PDE2A	CDH6
STK17B	CDH6
PDE11A	CDH6
MAP3K7	CDH6
ABL2	CDH6
BCAR3	CDH6
CALR	CDH6
CDH15	CDH6
TNFRSF11A	CDH6
RPSA	CAMK1
C1QBP	CAMK1
PDE4D	CAMK1
UFM1	CASP3
PPIA	CASP3
TPT1	CASP3
ARID3A	CASP3
SNX4	CASP3
UBE2N	CASP3
14-3-3	CASP3
VTA1	CASP3
EPS15L1	CASP3
FER	CASP3
EIF4G2	CASP3
NME2	CASP3
NSFL1C	CASP3
TKT	CASP3
TPI1	CASP3
PTPN6	CASP3
PDPK1	CASP3
RPS27A	CASP3
CRK	CASP3
MAPK14	CASP3
MSN	CASP3
PRKAA2	CASP3
PPIF	CASP3
SHC1	CASP3
PRKCB	CASP3
HINT1	CTSE
HSPA8	CTSE
TNFRSF25	CTSE
KIF23	CTSE
CDC42BPB	CHIT1
ADCYAP1-27	CHIT1
NTRK2	CHL1
EIF4A3	CHL1
ROBO2	CHL1
FCN1	CLEC7A
TEC	CLEC7A
BMPER	CLEC7A
MFRP	CLEC7A
SKP1	CLEC7A
EPHB4	MASP1
LGMN	MASP1
PRSS27	MASP1
MMEL1	MASP1
CDC42BPB	MASP1
CADM3	MASP1
OPCML	MASP1
OCIAD1	MASP1
RBP4	MASP1
DKKL1	MASP1
TLR4	MASP1
PPP3R1	MASP1
COLEC12	MASP1
KLK14	MASP1
IL5	MASP1
DAPK2	MASP1
DYRK3	MASP1
SH2D1A	MASP1
ADCYAP1-27	MASP1
HSD17B1	MASP1
PPIB	MASP1
SMPDL3A	MASP1
CMPK1	MASP1
SFN	MASP1
PDE2A	MASP1
STK17B	MASP1
PDE11A	MASP1
PDE3A	MASP1
MAP3K7	MASP1
ABL2	MASP1
BCAR3	MASP1
CALR	MASP1
TNFRSF13C	MASP1
CDH15	MASP1
TNFRSF11A	MASP1
TLR2	DDR2
HPGD	DDR2
UCHL1	DDR2
PGK1	DDR2
SCARF2	DDR2
PDE4D	DDR2
CKAP2	DDR2
SPOCK1	DDR2
MMP2	DKK3
EPHB6	DKK3
NOTCH1	DKK3
NRXN1	DKK3
UNC5D	DKK3
ALCAM	DKK3
LY86	DPP7
PGD	DPP7
RPSA	DPP7
IL1RAPL2	DPP7
LGMN	EPHB4
PRSS27	EPHB4
MMEL1	EPHB4
CDC42BPB	EPHB4
CADM3	EPHB4
OPCML	EPHB4
OCIAD1	EPHB4
RBP4	EPHB4
DKKL1	EPHB4
TLR4	EPHB4
PPP3R1	EPHB4
COLEC12	EPHB4
KLK14	EPHB4
IL5	EPHB4
DAPK2	EPHB4
DYRK3	EPHB4
ZAP70	EPHB4
SH2D1A	EPHB4
ADCYAP1-27	EPHB4
HSD17B1	EPHB4
APOD	EPHB4
PPIB	EPHB4
PDIA3	EPHB4
SMPDL3A	EPHB4
CMPK1	EPHB4
SFN	EPHB4
PDE2A	EPHB4
STK17B	EPHB4
MAP3K7	EPHB4
ABL2	EPHB4
BCAR3	EPHB4
CALR	EPHB4
CDH15	EPHB4
TNFRSF11A	EPHB4
MFRP	FCN1
IL11RA	FCN1
BPI	FCN1
ATP5B	FCN1
NPPB	GNS
BMPER	IL22RA1
PRSS27	LGMN
MMEL1	LGMN
CDC42BPB	LGMN
CADM3	LGMN
OPCML	LGMN
OCIAD1	LGMN
DKKL1	LGMN
TLR4	LGMN
PPP3R1	LGMN
COLEC12	LGMN
KLK14	LGMN
IL5	LGMN
DAPK2	LGMN
DYRK3	LGMN
HSD17B1	LGMN
APOD	LGMN
PPIB	LGMN
SMPDL3A	LGMN
CMPK1	LGMN
PDE2A	LGMN
STK17B	LGMN
PDE11A	LGMN
MAP3K7	LGMN
ABL2	LGMN
BCAR3	LGMN
CALR	LGMN
CDH15	LGMN
TNFRSF11A	LGMN
COTL1	LY86
RPSA	LY86
C1QBP	LY86
HPGD	LY86
SCGB2A1	LY86
PGK1	LY86
IL1RAPL2	LY86
SNRPF	LY86
MMEL1	PRSS27
CDC42BPB	PRSS27
CADM3	PRSS27
OPCML	PRSS27
OCIAD1	PRSS27
RBP4	PRSS27
DKKL1	PRSS27
TLR4	PRSS27
PPP3R1	PRSS27
COLEC12	PRSS27
KLK14	PRSS27
IL5	PRSS27
DYRK3	PRSS27
SPHK2	PRSS27
TPM2	PRSS27
HSD17B1	PRSS27
PPIB	PRSS27
SMPDL3A	PRSS27
CMPK1	PRSS27
TNFRSF10A	PRSS27
AGR2	PRSS27
RB1	PRSS27
PDE2A	PRSS27
STK17B	PRSS27
PDE11A	PRSS27
ABL2	PRSS27
BCAR3	PRSS27
CALR	PRSS27
TNFRSF13C	PRSS27
CDH15	PRSS27
TNFRSF11A	PRSS27
CDC42BPB	MMEL1
CADM3	MMEL1
OPCML	MMEL1
OCIAD1	MMEL1
RBP4	MMEL1
DKKL1	MMEL1
TLR4	MMEL1
PPP3R1	MMEL1
COLEC12	MMEL1
KLK14	MMEL1
IL5	MMEL1
DAPK2	MMEL1
DYRK3	MMEL1
ZAP70	MMEL1
ADCYAP1-27	MMEL1
HSD17B1	MMEL1
APOD	MMEL1
PPIB	MMEL1
SMPDL3A	MMEL1
CMPK1	MMEL1
SFN	MMEL1
STK17B	MMEL1
PDE11A	MMEL1
PDE3A	MMEL1
MAP3K7	MMEL1
ABL2	MMEL1
BCAR3	MMEL1
CALR	MMEL1
CDH15	MMEL1
TNFRSF11A	MMEL1
CADM3	CDC42BPB
OPCML	CDC42BPB
OCIAD1	CDC42BPB
RBP4	CDC42BPB
CD84	CDC42BPB
DKKL1	CDC42BPB
TLR4	CDC42BPB
PPP3R1	CDC42BPB
COLEC12	CDC42BPB
KLK14	CDC42BPB
IL5	CDC42BPB
DAPK2	CDC42BPB
DYRK3	CDC42BPB
ZAP70	CDC42BPB
ADCYAP1-27	CDC42BPB
HSD17B1	CDC42BPB
APOD	CDC42BPB
PPIB	CDC42BPB
PDIA3	CDC42BPB
SMPDL3A	CDC42BPB
CMPK1	CDC42BPB
SFN	CDC42BPB
AGR2	CDC42BPB
PDE2A	CDC42BPB
STK17B	CDC42BPB
PDE11A	CDC42BPB
PDE3A	CDC42BPB
MAP3K7	CDC42BPB
ABL2	CDC42BPB
BCAR3	CDC42BPB
CALR	CDC42BPB
CDH15	CDC42BPB
TNFRSF11A	CDC42BPB
OPCML	CADM3
OCIAD1	CADM3
RBP4	CADM3
DKKL1	CADM3
TLR4	CADM3
PPP3R1	CADM3
COLEC12	CADM3
KLK14	CADM3
MSR1	CADM3
IL5	CADM3
DAPK2	CADM3
DYRK3	CADM3
ADCYAP1-27	CADM3
HSD17B1	CADM3
PPIB	CADM3
SMPDL3A	CADM3
CMPK1	CADM3
SFN	CADM3
RB1	CADM3
PDE2A	CADM3
STK17B	CADM3
PDE11A	CADM3
PDE3A	CADM3
MAP3K7	CADM3
ABL2	CADM3
BCAR3	CADM3
CALR	CADM3
CDH15	CADM3
TNFRSF11A	CADM3
PDGFA	NID2
OCIAD1	OPCML
RBP4	OPCML
DKKL1	OPCML
TLR4	OPCML
PPP3R1	OPCML
COLEC12	OPCML
KLK14	OPCML
IL5	OPCML
DAPK2	OPCML
DYRK3	OPCML
SPHK2	OPCML
TPM2	OPCML
ZAP70	OPCML
SH2D1A	OPCML
HSD17B1	OPCML
APOD	OPCML
PPIB	OPCML
CMPK1	OPCML
AGR2	OPCML
RB1	OPCML
PDE2A	OPCML
STK17B	OPCML
PDE11A	OPCML
MAP3K7	OPCML
ABL2	OPCML
BCAR3	OPCML
CALR	OPCML
TNFRSF13C	OPCML
CDH15	OPCML
TNFRSF11A	OPCML
RBP4	OCIAD1
DKKL1	OCIAD1
TLR4	OCIAD1
COLEC12	OCIAD1
KLK14	OCIAD1
IL5	OCIAD1
DAPK2	OCIAD1
DYRK3	OCIAD1
ADCYAP1-27	OCIAD1
HSD17B1	OCIAD1
PPIB	OCIAD1
SMPDL3A	OCIAD1
CMPK1	OCIAD1
SFN	OCIAD1
STK17B	OCIAD1
PDE11A	OCIAD1
PDE3A	OCIAD1
MAP3K7	OCIAD1
ABL2	OCIAD1
BCAR3	OCIAD1
CALR	OCIAD1
CDH15	OCIAD1
TNFRSF11A	OCIAD1
BPI	OLR1
LIFR	OLR1
ELANE	OLR1
TNFSF14	OLR1
TLR4	RBP4
COLEC12	RBP4
KLK14	RBP4
IL5	RBP4
DAPK2	RBP4
DYRK3	RBP4
TPM2	RBP4
ADCYAP1-27	RBP4
HSD17B1	RBP4
APOD	RBP4
PPIB	RBP4
SMPDL3A	RBP4
CMPK1	RBP4
SFN	RBP4
AGR2	RBP4
DBNL	RBP4
PLA2G7	RBP4
RB1	RBP4
STK17B	RBP4
MAP3K7	RBP4
ABL2	RBP4
BCAR3	RBP4
CALR	RBP4
CDH15	RBP4
TNFRSF11A	RBP4
COLEC12	CD84
CFL1	CD84
DAPK2	CD84
DYRK3	CD84
SLPI	CD84
CLU	CD84
ADCYAP1-27	CD84
HSD17B1	CD84
PPIB	CD84
PDIA3	CD84
SMPDL3A	CD84
SFN	CD84
PRLR	CD84
PDE3A	CD84
MAP3K7	CD84
CALR	CD84
TNFRSF11A	CD84
PPP3R1	DKKL1
COLEC12	DKKL1
KLK14	DKKL1
IL5	DKKL1
DYRK3	DKKL1
ADCYAP1-27	DKKL1
HSD17B1	DKKL1
SMPDL3A	DKKL1
CMPK1	DKKL1
RB1	DKKL1
PDE2A	DKKL1
STK17B	DKKL1
PDE11A	DKKL1
ABL2	DKKL1
BCAR3	DKKL1
CDH15	DKKL1
TNFRSF11A	DKKL1
MFRP	TEC
ITGA2B	TEC
CAMKK1	TEC
TG	TEC
PDE5A	TEC
ELANE	TEC
CCNB1	TEC
PPP3R1	TLR4
COLEC12	TLR4
IL5	TLR4
DAPK2	TLR4
DYRK3	TLR4
SH2D1A	TLR4
ADCYAP1-27	TLR4
HSD17B1	TLR4
PPIB	TLR4
SMPDL3A	TLR4
CMPK1	TLR4
SFN	TLR4
TGFBR2	TLR4
STK17B	TLR4
PDE11A	TLR4
MAP3K7	TLR4
ABL2	TLR4
BCAR3	TLR4
CALR	TLR4
CDH15	TLR4
TNFRSF11A	TLR4
MATK	BMPER
CCL13	BMPER
GREM1	BMPER
CAMKK1	CDH12
MED1	CDH12
H2AFZ	CDH12
IL28A	CDH12
PPBP-pep3	CDH12
COLEC12	PPP3R1
KLK14	PPP3R1
IL5	PPP3R1
DYRK3	PPP3R1
TPM2	PPP3R1
ZAP70	PPP3R1
SH2D1A	PPP3R1
ADCYAP1-27	PPP3R1
HSD17B1	PPP3R1
APOD	PPP3R1
PPIB	PPP3R1
PDIA3	PPP3R1
SMPDL3A	PPP3R1
CMPK1	PPP3R1
RB1	PPP3R1
PDE2A	PPP3R1
STK17B	PPP3R1
PDE11A	PPP3R1
MAP3K7	PPP3R1
ABL2	PPP3R1
BCAR3	PPP3R1
CALR	PPP3R1
CDH15	PPP3R1
TNFRSF11A	PPP3R1
KLK14	COLEC12
IL5	COLEC12
DAPK2	COLEC12
DYRK3	COLEC12
TPM2	COLEC12
ZAP70	COLEC12
ADCYAP1-27	COLEC12
HSD17B1	COLEC12
PPIB	COLEC12
PDIA3	COLEC12
SMPDL3A	COLEC12
CMPK1	COLEC12
SFN	COLEC12
RB1	COLEC12
PDE2A	COLEC12
STK17B	COLEC12
PDE11A	COLEC12
PDE3A	COLEC12
MAP3K7	COLEC12
ABL2	COLEC12
BCAR3	COLEC12
CALR	COLEC12
TNFRSF13C	COLEC12
CDH15	COLEC12
TNFRSF11A	COLEC12
IL5	KLK14
DAPK2	KLK14
DYRK3	KLK14
TPM2	KLK14
ZAP70	KLK14
ADCYAP1-27	KLK14
HSD17B1	KLK14
APOD	KLK14
PPIB	KLK14
PDIA3	KLK14
SMPDL3A	KLK14
CMPK1	KLK14
PDE2A	KLK14
STK17B	KLK14
PDE11A	KLK14
MAP3K7	KLK14
ABL2	KLK14
BCAR3	KLK14
CALR	KLK14
CDH15	KLK14
TNFRSF11A	KLK14
ADCYAP1-38	MSR1
IL3	MSR1
TNFRSF10A	MSR1
CAMKK1	MFRP
ING1	MFRP
SKP1	MFRP
PDE5A	MFRP
DSG2	IgG
TNFRSF25	IgG
RTN4	IgG
CTSH	ALB
PLG	A2M
SPARCL1	A2M
DBNL	A2M
FGG	A2M
SOD2	A2M
NOTCH1	A2M
ALCAM	A2M
PSMA2	GPT
SPOCK1	GPT
Plasminogen	PLG
FGG	PLG
SOD2	PLG
CA3	CKB-CKM
OMD	CKB-CKM
FAM107B	IFNGR1
CA2	IFNGR1
SCT	TNF
SERPINA6	TNF
CD274	TNF
ARPP19	NPPB
DSC3	NPPB
SPTAN1	NPPB
SSRP1	NPPB
TNFRSF6B	NPPB
SCARB2	NPPB
KRAS	NPPB
PDK1	PTH
NR1D1	PTH
PPY	PYY
INS	PYY
BIRC7	SCT
SERPINA6	SCT
WNT7A	SCT
CD274	SCT
KIR3DL2	SCT
Plasmin	SST
LTA	SST
SMPDL3A	SST
DMP1	TNFRSF4
FGFR3	TNFRSF4
FCRL3	TNFRSF4
POMC-cort	TNFRSF4
SPTAN1	TNFRSF4
KIR2DL4	TNFRSF4
GAPDH	BMP6
MED1	BMP6
SERPING1	BMP6
FYN	ITGA2B
SELP	ITGA2B
14-3-3	ITGA2B
EPS15L1	ITGA2B
FER	ITGA2B
CLEC1B	ITGA2B
GP1BA	ITGA2B
NCK1	ITGA2B
SCARF1	ITGA2B
SHC1	ITGA2B
ELANE	ITGA2B
TNFSF14	ITGA2B
TPO	IL5
DAPK2	IL5
DYRK3	IL5
ZAP70	IL5
ADCYAP1-27	IL5
HSD17B1	IL5
PPIB	IL5
SMPDL3A	IL5
CMPK1	IL5
SFN	IL5
PDE2A	IL5
STK17B	IL5
PDE11A	IL5
MAP3K7	IL5
ABL2	IL5
BCAR3	IL5
CALR	IL5
CDH15	IL5
TNFRSF11A	IL5
GREM1	MMP10
SFTPD	PTGS2
HDGFRP2	PTGS2
IGF1R	TEK
ENG	TEK
ATP5B	TEK
NRCAM	TEK
CD200	TEK
SEMA6A	TEK
MED1	ADAM9
FGFR3	ANGPTL4
IL3	ANGPTL4
CDC37	CDH2
PDGFC	CA9
CHST2	CA9
CHST6	CA9
MDH1	CA3
TPI1	CA3
CA1	CA3
PRDX6	CA3
ADSL	CA3
FCAR	CKB
FGR	CST4
PRKCQ	CST4
PPP3CA	CST4
LGALS8	CST4
CDNF	CST4
PDK1	CST4
ESM1	DMP1
FGFR3	DMP1
FGF4	DMP1
NTF4	DMP1
TGFB2	DMP1
IL23A	DMP1
POMC-cort	DMP1
RPS3	DMP1
SPTAN1	DMP1
NR1D1	DMP1
FCRL3	ESM1
BOC	EPHA5
LGALS8	EPHA5
CA2	EPHA5
KLRF1	EPHA5
MAPKAPK3	FGF23
PSME3	FGF23
IL5RA	FGFR2
BIRC3	FGFR2
FCRL3	FGFR3
UFM1	FYN
PPIA	FYN
TPT1	FYN
SELP	FYN
14-3-3	FYN
EPS15L1	FYN
FER	FYN
EIF4G2	FYN
CLEC1B	FYN
PDPK1	FYN
GP1BA	FYN
NCK1	FYN
PRKAA2	FYN
PPIF	FYN
SHC1	FYN
TNFSF14	FYN
SRC	FYN
LAG3	IL11RA
SCARF2	IL12RB2
RSPO2	PRKCQ
PAK6	MAPKAPK2
RASA1	MAPKAPK2
ATP5B	MAPKAPK2
EIF4EBP2	MAPKAPK5
PPBP-pep3	MAPKAPK5
WNT7A	MAPKAPK5
POMC-cort	MAPKAPK5
PRKAA1	MAPKAPK5
PSME3	MAPKAPK5
PPID	MAPKAPK3
IL20	MATK
LCORL	MATK
GPNMB	MATK
TGFBR2	MATK
AGER	PAK6
RASA1	PAK6
SORCS2	PAK6
MAPK12	PAK6
TYMS	PDGFC
JAG2	PDGFC
AMICA1	PDGFC
CD200	PDGFC
SLAMF7	PDGFC
PDE9A	PTEN
BOC	PTK6
FUT3	PTK6
OLFM4	PTK6
HIV	PTK6
COL8A1	PTK6
CA2	PTK6
PRLR	RGMA
PSME3	RGMA
TNFRSF13C	RGMA
LCMT1	TLR2
PLA2G1B	TLR2
GOT1	TLR2
C1QBP	TLR2
HPGD	TLR2
UCHL1	TLR2
SIRT2	TLR2
CKAP2	TLR2
PPIA	UFM1
TPT1	UFM1
SNX4	UFM1
UBE2N	UFM1
VTA1	UFM1
EPS15L1	UFM1
FER	UFM1
EIF4G2	UFM1
NME2	UFM1
NSFL1C	UFM1
TKT	UFM1
TPI1	UFM1
PDPK1	UFM1
RPS27A	UFM1
IL6	UFM1
GSTP1	UFM1
CRK	UFM1
MSN	UFM1
CD226	UFM1
SHC1	UFM1
FST	AIP
FLRT1	AIP
KYNU	AIP
PLCG1	AIP
AMH	AIP
JAK2	AIP
TPT1	PPIA
ARID3A	PPIA
SNX4	PPIA
UBE2N	PPIA
SELP	PPIA
14-3-3	PPIA
VTA1	PPIA
EPS15L1	PPIA
FER	PPIA
EIF4G2	PPIA
NME2	PPIA
NSFL1C	PPIA
NUDCD3	PPIA
TKT	PPIA
TPI1	PPIA
CLEC1B	PPIA
PDPK1	PPIA
RPS27A	PPIA
GSTP1	PPIA
CRK	PPIA
MAPK14	PPIA
MSN	PPIA
ICOSLG	PPIA
SCARF1	PPIA
PPIF	PPIA
SHC1	PPIA
CPNE1	PPIA
ZAP70	ETHE1
APOD	ETHE1
AMH	ETHE1
JAK2	ETHE1
IL1RAPL2	ETHE1
PRLR	ETHE1
PDE11A	ETHE1
TNFRSF13C	ETHE1
SNRPF	ETHE1
PGD	GAPDH
PKM2	GAPDH
HNRNPAB	GAPDH
AK1	GAPDH
PRDX1	DNAJB1
PSMA6	DNAJB1
SBDS	DNAJB1
CAMKK1	DNAJB1
FGF6	DNAJB1
NAPA	DNAJB1
INHBB	DNAJB1
PRDX1	MDH1
PSMA6	MDH1
RPS6KA5	MDH1
UBE2L3	MDH1
EEF1B2	MDH1
PDXP	MDH1
AKR1A1	MDH1
TKT	MDH1
TPI1	MDH1
INHBB	MDH1
DHH	MDH1
FGF16	MDH1
IL29	MDH1
RPS27A	MDH1
HBA1	MDH1
CA1	MDH1
ADSL	MDH1
CSNK2A1-2B	MDH1
PPIE	MDH1
RPS6KA5	NACA
SEZ6L2	NACA
SGTA	NACA
ING1	NACA
PDXP	NACA
IL3RA	NACA
PSMA6	PRDX1
RPS6KA5	PRDX1
SBDS	PRDX1
UBE2L3	PRDX1
CAMKK1	PRDX1
EEF1B2	PRDX1
KPNB1	PRDX1
PDXP	PRDX1
PSMD7	PRDX1
AKR7A2	PRDX1
NAPA	PRDX1
INHBB	PRDX1
DHH	PRDX1
FGF16	PRDX1
IL29	PRDX1
FGF7	PRDX1
IL3RA	PRDX1
CA1	PRDX1
PRDX6	PRDX1
ADSL	PRDX1
CSNK2A1-2B	PRDX1
STIP1	PRDX1
SBDS	ACP1
KPNB1	ACP1
PA2G4	ACP1
NAPA	ACP1
IL3RA	ACP1
PSMA2	PSMA1
RPS6KA5	PSMA6
SBDS	PSMA6
UBE2L3	PSMA6
CAMKK1	PSMA6
EEF1B2	PSMA6
PDXP	PSMA6
UBE2N	PSMA6
FGF6	PSMA6
TKT	PSMA6
TPI1	PSMA6
INHBB	PSMA6
DHH	PSMA6
FGF16	PSMA6
FGF8-isoA	PSMA6
IL29	PSMA6
FLRT1	PSMA6
EPB41	PSMA6
CA1	PSMA6
CSNK2A1-2B	PSMA6
PPIE	PSMA6
ARID3A	RPS7
RBM39	RPS7
SFTPD	RPS7
HDGFRP2	RPS7
ANXA1	RPS7
CAPG	RPS7
MAPK14	RPS7
SSRP1	RPS7
HNRNPA2B1	RPS7
SBDS	RPS6KA5
SEZ6L2	RPS6KA5
UBE2L3	RPS6KA5
EEF1B2	RPS6KA5
KPNB1	RPS6KA5
PDXP	RPS6KA5
UBE2N	RPS6KA5
FGF6	RPS6KA5
INHBB	RPS6KA5
DHH	RPS6KA5
FGF16	RPS6KA5
FGF8-isoA	RPS6KA5
IL29	RPS6KA5
FGF7	RPS6KA5
IL3RA	RPS6KA5
HBA1	RPS6KA5
CA1	RPS6KA5
CSNK2A1-2B	RPS6KA5
PPIE	RPS6KA5
SEZ6L2	SBDS
UBE2L3	SBDS
CAMKK1	SBDS
EEF1B2	SBDS
EIF5A	SBDS
KPNB1	SBDS
PDXP	SBDS
PSMD7	SBDS
UBE2N	SBDS
NME2	SBDS
NSFL1C	SBDS
NAPA	SBDS
TKT	SBDS
TPI1	SBDS
INHBB	SBDS
DHH	SBDS
FGF16	SBDS
FGF8-isoA	SBDS
IL29	SBDS
RPS27A	SBDS
FGF7	SBDS
IL3RA	SBDS
EPB41	SBDS
CA1	SBDS
CRK	SBDS
ADSL	SBDS
CSNK2A1-2B	SBDS
PPIE	SBDS
UBE2L3	SEZ6L2
ASGR1	SEZ6L2
EEF1B2	SEZ6L2
PDXP	SEZ6L2
DHH	SEZ6L2
FGF16	SEZ6L2
FGF8-isoA	SEZ6L2
IL29	SEZ6L2
CA1	SEZ6L2
CDC37	SGTA
PGD	SGTA
AKR7A2	SGTA
PA2G4	SGTA
PEBP1	SGTA
RAN	SGTA
NAPA	SGTA
EPB41	SGTA
AK1	SGTA
STIP1	SGTA
ARID3A	TPT1
SNX4	TPT1
UBE2N	TPT1
SELP	TPT1
14-3-3	TPT1
VTA1	TPT1
EPS15L1	TPT1
FER	TPT1
EIF4G2	TPT1
NME2	TPT1
NSFL1C	TPT1
NUDCD3	TPT1
TKT	TPT1
TPI1	TPT1
PTPN6	TPT1
CLEC1B	TPT1
PDPK1	TPT1
RPS27A	TPT1
GSTP1	TPT1
CRK	TPT1
MAPK14	TPT1
MSN	TPT1
ICOSLG	TPT1
SCARF1	TPT1
PPIF	TPT1
SHC1	TPT1
CPNE1	TPT1
TPM2	TPO
EEF1B2	UBE2L3
EIF5A	UBE2L3
KPNB1	UBE2L3
PDXP	UBE2L3
UBE2N	UBE2L3
NME2	UBE2L3
TKT	UBE2L3
TPI1	UBE2L3
INHBB	UBE2L3
DHH	UBE2L3
FGF16	UBE2L3
IL29	UBE2L3
RPS27A	UBE2L3
FGF7	UBE2L3
IL3RA	UBE2L3
EPB41	UBE2L3
CA1	UBE2L3
ADSL	UBE2L3
CSNK2A1-2B	UBE2L3
PPIE	UBE2L3
UBE2N	ARID3A
VTA1	ARID3A
NME2	ARID3A
NSFL1C	ARID3A
GPI	ARID3A
RBM39	ARID3A
TKT	ARID3A
TPI1	ARID3A
PTPN6	ARID3A
SFTPD	ARID3A
PDPK1	ARID3A
RPS27A	ARID3A
GSTP1	ARID3A
ANXA1	ARID3A
CAPG	ARID3A
MAPK14	ARID3A
ICOSLG	ARID3A
HNRNPA2B1	ARID3A
